Values	Ridge	LDA	RidgeSVM
100.0	0.7	0.7	0.7
400.0	0.7	0.7	0.7
800.0	0.75	0.75	0.75
1200.0	0.65	0.7	0.65
1600.0	0.55	0.5	0.55
2000.0	0.5	0.5	0.5
