Values	Ridge	LDA	RidgeSVM
100.0	0.6	0.6	0.6
400.0	0.6	0.55	0.6
800.0	0.6	0.6	0.6
1200.0	0.55	0.6	0.55
1600.0	0.6	0.55	0.6
2000.0	0.65	0.65	0.65
