Values	Ridge	LDA	RidgeSVM
100.0	0.5	0.5	0.5
400.0	0.525	0.55	0.525
800.0	0.4	0.425	0.4
1200.0	0.5	0.525	0.5
1600.0	0.5	0.5	0.5
2000.0	0.55	0.5	0.55
