Values	Ridge	LDA	RidgeSVM
100.0	0.75	0.743	0.734
400.0	0.831	0.833	0.831
800.0	0.859	0.848	0.859
1200.0	0.865	0.849	0.857
1600.0	0.861	0.826	0.85
2000.0	0.83	0.747	0.82
