Values	Ridge	LDA	RidgeSVM
100.0	0.4	0.4	0.4
400.0	0.55	0.55	0.55
800.0	0.4	0.45	0.4
1200.0	0.5	0.55	0.5
1600.0	0.45	0.45	0.45
2000.0	0.5	0.45	0.5
