Values	Ridge	LDA	RidgeSVM
100.0	0.725	0.8	0.675
400.0	0.825	0.975	0.95
800.0	0.95	0.9	0.85
1200.0	0.825	0.675	0.8
1600.0	0.85	0.875	0.875
2000.0	0.85	0.8	0.775
