Values	Ridge	LDA	RidgeSVM
100.0	0.9	0.6	0.65
400.0	0.8	0.85	0.85
800.0	0.9	0.9	0.9
1200.0	0.75	0.9	0.95
1600.0	0.95	0.75	0.8
2000.0	0.8	0.8	0.9
