Values	Ridge	LDA	RidgeSVM
100.0	0.8	0.8	0.65
400.0	0.8	0.95	0.95
800.0	0.95	0.9	0.75
1200.0	0.8	0.4	0.8
1600.0	0.85	0.9	0.9
2000.0	0.85	0.8	0.7
