Values	Ridge	LDA	RidgeSVM
100.0	0.721	0.714	0.72
400.0	0.822	0.816	0.821
800.0	0.844	0.831	0.855
1200.0	0.845	0.83	0.845
1600.0	0.835	0.79	0.821
2000.0	0.814	0.72	0.813
