Values	Ridge	LDA	RidgeSVM
100.0	0.75	0.75	0.55
400.0	1.0	0.8	0.95
800.0	0.9	0.85	0.75
1200.0	0.9	0.85	0.85
1600.0	0.9	0.75	0.95
2000.0	0.85	0.8	0.85
