Values	Ridge	LDA	RidgeSVM
100.0	0.85	0.625	0.675
400.0	0.725	0.85	0.775
800.0	0.85	0.825	0.85
1200.0	0.775	0.875	0.875
1600.0	0.925	0.825	0.825
2000.0	0.775	0.7	0.825
