Values	Ridge	LDA	RidgeSVM
100.0	0.65	0.65	0.6
400.0	0.6	0.45	0.5
800.0	0.5	0.55	0.5
1200.0	0.45	0.45	0.7
1600.0	0.5	0.5	0.45
2000.0	0.55	0.45	0.45
