Values	Ridge	LDA	RidgeSVM
100.0	0.6	0.45	0.4
400.0	0.5	0.65	0.55
800.0	0.45	0.5	0.55
1200.0	0.35	0.5	0.45
1600.0	0.45	0.55	0.6
2000.0	0.45	0.45	0.3
