Values	Ridge	LDA	RidgeSVM
100.0	0.506	0.493	0.51
400.0	0.495	0.514	0.51
800.0	0.503	0.508	0.52
1200.0	0.498	0.503	0.505
1600.0	0.484	0.512	0.519
2000.0	0.496	0.516	0.498
