Values	Ridge	LDA	RidgeSVM
100.0	0.525	0.6	0.475
400.0	0.375	0.5	0.475
800.0	0.5	0.4	0.525
1200.0	0.55	0.55	0.5
1600.0	0.625	0.575	0.475
2000.0	0.425	0.65	0.525
