Values	Ridge	LDA	RidgeSVM
100.0	0.5	0.7	0.4
400.0	0.4	0.55	0.45
800.0	0.5	0.3	0.45
1200.0	0.55	0.5	0.45
1600.0	0.6	0.6	0.4
2000.0	0.35	0.6	0.5
