	Values	Ridge	LDA	RidgeSVM
0	0.0	0.05773502691896256	0.13228756555322949	0.16072751268321586
1	0.0	0.10408329997330662	0.1527525231651947	0.02886751345948128
2	0.0	0.07637626158259735	0.17559422921421233	0.12583057392117916
3	0.0	0.07637626158259733	0.05773502691896256	0.0763762615825973
4	0.0	0.05773502691896256	0.16072751268321595	0.1322875655532295
5	0.0	0.10408329997330668	0.028867513459481266	0.028867513459481266
