	Values	Ridge	LDA	RidgeSVM
0	0.0	0.04999999999999996	0.10408329997330665	0.10408329997330659
1	0.0	0.12583057392117916	0.11547005383792514	0.028867513459481298
2	0.0	0.02886751345948128	0.028867513459481322	0.05000000000000002
3	0.0	0.10000000000000002	0.07637626158259733	0.12583057392117913
4	0.0	0.1040832999733066	0.028867513459481322	0.07637626158259733
5	0.0	0.05000000000000001	0.14433756729740638	0.1258305739211792
